no.,dise code,crc no.,school name,school mgt,school cat.,c1_b,c1_g,c2_b,c2_g,c3_b,c3_g,c4_b,c4_g,c5_b,c5_g,c6_b,c6_g,c7_b,c7_g,c8_b,c8_g,c9_b,c9_g,c10_b,c10_g,c11_b,c11_g,c12_b,c12_g,tch_m,tch_f,tch_t,tchregu,tchcont,tchpart,stdcode1,phone1,mobile1,stdcode2,phone2,mobile2,email
89,24091500316,C.R.C. NO. 3,PARTH PRI. SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,40,34,44,33,34,21,36,18,28,13,32,24,27,22,15,9,0,0,0,0,0,0,0,0,3,3,6,6,0,0,,,9723072655,,,,trivedivinay6@gmail.com
90,24091500317,C.R.C. NO. 3,SHIVKUNJ VIDYAMANDIR,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,25,12,22,14,25,20,24,16,21,20,22,12,26,19,11,13,0,0,0,0,0,0,0,0,1,8,9,9,0,0,281,2440262,9428228515,,,7874388815,shivkunjraj@yahoo.com
91,24091500318,C.R.C. NO. 3,GANDHI GNAN MANDIR HIGH SCHOOL,Pvt. Aided                                                                 ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,24,26,10,0,0,0,0,0,4,4,0,4,0,281,2471038,9879844474,281,2471038,9825798457,ggmmsr@gmail.com
92,24091500319,C.R.C. NO. 3,SARASWATI MADHYAMIK VIDHYA MANDIR,Pvt. Aided                                                                 ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,50,51,50,55,58,43,56,9,5,14,14,0,0,281,2449027,9429567101,,,,rdeosmvm@gmail.com
93,24091500320,C.R.C. NO. 3,SHREEJAWAHARSHISHUVIHAR MADH. SHALA,Pvt. Aided                                                                 ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,29,53,27,0,0,0,0,4,2,6,6,0,0,281,2471270,9824207925,,,,jsvmsrjt@gmail.com
94,24091500321,C.R.C. NO. 3,KAPINJAL HIGH SCHOOL,Pvt. Aided                                                                 ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,9,91,9,0,0,0,0,5,1,6,6,0,0,281,2224130,9998804540,,,,kapinjalschool.rajkot@gmail.com
95,24091500322,C.R.C. NO. 3,KAPINJAL HIGH SCHOOL (H. S.),Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,23,2,0,2,2,0,2,0,281,2224130,9998804540,,,,kapinjalschool.rajkot@gmail.com
96,24091500323,C.R.C. NO. 3,SWAMI TEOORAM SINDHI HIGH SCHOOL,Pvt. Aided                                                                 ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,14,33,9,0,0,0,0,2,1,3,3,0,0,281,2449972,,,,,swamiteeramschoolrajkot@gmail.com
97,24091500324,C.R.C. NO. 3,A S CHOWDRY HIGH SCHOOL,Pvt. Aided                                                                 ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,77,0,101,0,118,0,8,4,12,12,0,0,281,2440275,9904183837,,,,aschowaryhighschool@gmail.com
98,24091500325,C.R.C. NO. 3,GULMAHOR PRATHMIK SHALA,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,16,10,10,10,10,5,4,4,5,0,7,2,6,3,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,281,,9898477307,,,8866615508,
99,24091500403,C.R.C. NO. 19,SCHOOL NO.63,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,19,11,9,11,16,13,12,16,20,9,21,20,17,26,22,17,0,0,0,0,0,0,0,0,4,7,11,11,0,0,281,2373972,8347288285,,,9427561506,rajkotmsbht63@gmail.com
100,24091500404,C.R.C. NO. 18,SCHOOL NO.73,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,37,33,44,42,28,29,40,50,31,38,33,34,44,33,36,30,0,0,0,0,0,0,0,0,5,10,15,15,0,0,,,8155050175,,,9408662375,rajkotmsbht73@gmail.com
101,24091500405,C.R.C. NO. 4,SHREE BHARTI VIDHYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,19,13,14,25,19,19,28,24,33,15,32,27,21,25,28,18,0,0,0,0,0,0,0,0,0,10,10,10,0,0,281,2443359,,,,,
102,24091500408,C.R.C. NO. 4,NUTANKUMAR MANDIR SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,7,11,14,10,19,10,12,7,16,9,17,8,10,8,15,17,0,0,0,0,0,0,0,0,0,8,8,8,0,0,,,9228333780,,,,
103,24091500409,C.R.C. NO. 4,RAJ PRI. SCHOOL,Pvt. Unaided                                                               ,Pr. Up Pr. and Secondary Only                                              ,6,5,7,6,2,6,7,4,8,5,5,6,6,3,8,0,1,2,0,0,0,0,0,0,1,8,9,9,0,0,,,9624439246,,,9824217325,
104,24091500411,C.R.C. NO. 4,SURBHI VIDHAYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,13,12,6,8,3,4,3,2,3,1,2,1,3,1,0,0,0,0,0,0,0,0,0,0,2,5,7,7,0,0,281,3240092,9879544910,,,,surbhividhyalay@yahoo.com
105,24091500412,C.R.C. NO. 5,PRATHMIK SCHOOL NO. 100,Municipal School Board(MSB)                                                ,Primary                                                                    ,23,31,23,40,21,33,26,23,24,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,8,0,0,,,8140700021,,,,
106,24091500415,C.R.C. NO. 4,I.P.MISSION PR.SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,17,39,21,32,17,37,11,38,23,39,0,48,0,64,0,90,0,0,0,0,0,0,0,0,0,7,7,7,0,0,281,2223794,9998008989,,,,ipmissionschool@gmail.com
107,24091500416,C.R.C. NO. 4,JAVAHAR SHISHU VIHAR,Pvt. Unaided                                                               ,Pr. Up Pr. and Secondary Only                                              ,6,2,4,1,5,4,10,8,11,10,10,7,9,2,11,2,10,0,13,0,0,0,0,0,0,9,9,9,0,0,281,6538113,,,,,
108,24091500417,C.R.C. NO. 4,SADHU VASVANI PR.SCHOOL(ENGLISH),Pvt. Unaided                                                               ,Pr. with Up.Pr. sec. and H.Sec.                                            ,38,22,23,22,24,19,28,21,29,11,15,19,17,13,16,12,13,12,12,1,16,4,13,3,1,16,17,0,17,0,281,2454158,9898202727,,,,svcgrajkot@sancharnet.iv
109,24091500418,C.R.C. NO. 4,SADHU VASVANI PR.SCHOOL(GUJARATI),Pvt. Unaided                                                               ,Pr. with Up.Pr. sec. and H.Sec.                                            ,35,22,9,18,27,30,28,19,32,20,19,18,24,34,25,24,27,17,19,12,7,13,15,7,1,5,6,6,0,0,281,2454158,9723493982,,,,
110,24091500420,C.R.C. NO. 4,AAL MADRASA TUS SAIFIYA TUL BURHANIYAH,Pvt. Unaided                                                               ,Pr. Up Pr. and Secondary Only                                              ,15,20,21,15,22,15,20,12,13,13,14,15,13,8,6,16,6,15,8,6,0,0,0,0,6,11,17,17,0,0,281,2446461,,,,8347945253,msbrajkot@yahoo.com
111,24091500421,C.R.C. NO. 4, I. P. MISSION GIRLS HIGH SCHOOL,Pvt. Aided                                                                 ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,230,0,134,0,185,6,11,17,17,0,0,281,2223794,9998008989,,,,ipmissionschool@gmail.com
112,24091500422,C.R.C. NO. 4,EKNATH RANDE VIDHYALAYA,Local body                                                                 ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,18,24,14,0,0,0,0,1,6,7,7,0,0,281,2442920,,,,,
113,24091500424,C.R.C. NO. 4,SHRI DEV KUVARBA HIGH SCHOOL,Pvt. Aided                                                                 ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,23,33,19,0,0,0,0,4,1,5,5,0,0,281,2228532,9426905640,,,,devkuverbahs@gmail.com
114,24091500425,C.R.C. NO. 4,NARAYAN VIDYAMANDIR,Pvt. Aided                                                                 ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,16,0,0,0,0,1,1,2,2,0,0,281,2477752,,,,,
115,24091500427,C.R.C. NO. 4,PARASMANI VIDHYALAYA,Pvt. Aided                                                                 ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,40,8,0,0,0,0,4,1,5,5,0,0,0,,9825548723,,,9825548723,parasmanividhyalay07@gmail.com
116,24091500501,C.R.C. NO. 18,SCHOOL NO.49,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,12,7,7,15,12,17,10,16,14,12,12,12,6,14,12,15,0,0,0,0,0,0,0,0,4,3,7,7,0,0,,,8140235789,,,9824077374,
117,24091500502,C.R.C. NO. 18,SCHOOL NO.58,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,31,29,32,38,44,41,35,44,34,41,45,35,39,45,26,30,0,0,0,0,0,0,0,0,2,16,18,18,0,0,,,9427318409,,,,
118,24091500503,C.R.C. NO. 18,SCHOOL NO.70,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,14,22,18,11,16,22,11,11,11,14,15,10,8,11,9,12,0,0,0,0,0,0,0,0,2,6,8,8,0,0,,,9016752793,,,9925912235,
119,24091500504,C.R.C. NO. 18,SCHOOL NO.80,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,21,17,16,13,21,12,19,12,14,20,22,17,21,13,27,18,0,0,0,0,0,0,0,0,3,7,10,10,0,0,,,9328286126,,,9428463197,rajkotmsbht80@gmail.com
120,24091500505,C.R.C. NO. 23,SCHOOL NO.96 B,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,23,25,20,15,19,26,19,17,20,24,19,16,27,23,10,23,0,0,0,0,0,0,0,0,3,7,10,10,0,0,,,9428060842,,,,
121,24091500506,C.R.C. NO. 23,SCHOOL NO.61,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,48,35,32,28,31,40,26,42,50,41,71,57,70,53,65,49,0,0,0,0,0,0,0,0,7,14,21,21,0,0,,,9824996102,,,9998094537,
122,24091500508,C.R.C. NO. 5,SCHOOL NO. 71,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,33,27,28,33,24,38,29,37,39,37,39,38,18,29,24,26,0,0,0,0,0,0,0,0,11,3,14,14,0,0,,,9714646456,,,9429567696,www.velnathprashalano71rajkot.yolasite.com
123,24091500509,C.R.C. NO. 5,RAJ VIDHYAMANDIR,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,46,26,40,33,53,38,54,48,56,45,35,42,38,36,48,28,0,0,0,0,0,0,0,0,4,11,15,0,15,0,,,9925372992,,,,shri.raj.vidhyamandir@gmail.com
124,24091500510,C.R.C. NO. 5,RAJARAM PR.SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,52,25,50,29,59,33,53,33,46,31,57,35,61,35,63,38,0,0,0,0,0,0,0,0,7,6,13,0,13,0,281,2443621,9825224264,,,,raghubhaikukadiya@yahoo.com
125,24091500511,C.R.C. NO. 5,KRISHNA PR.SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,3,7,7,6,17,10,6,8,6,4,12,6,7,3,0,0,0,0,0,0,0,0,0,0,2,5,7,7,0,0,,,,,,,
126,24091500513,C.R.C. NO. 5,DATATRAY PR.SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,80,85,75,88,77,75,70,64,70,55,65,73,49,46,53,42,0,0,0,0,0,0,0,0,1,2,3,3,0,0,,,9726933499,,,,
127,24091500515,C.R.C. NO. 5,SHYAM VIDYA VIHAR,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,18,12,12,12,14,4,5,5,10,8,8,2,4,2,4,2,0,0,0,0,0,0,0,0,1,9,10,10,0,0,,,8530794594,,,7383965718,shyamvv6955@gmail.com
128,24091500516,C.R.C. NO. 5,VISHWER VIDYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,17,11,7,15,12,11,11,12,9,10,12,8,7,8,9,6,0,0,0,0,0,0,0,0,3,5,8,8,0,0,281,6592901,9978392900,,,9033092900,apex_802003@yahoo.com
129,24091500519,C.R.C. NO. 5,SHREE MURLIDHAR VIDHYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,33,23,25,24,36,20,23,30,38,21,25,28,24,25,32,16,0,0,0,0,0,0,0,0,4,6,10,10,0,0,,,8866540131,,,9723101688,murlidharvidhyalay@gmail.com
130,24091500521,C.R.C. NO. 5,VASUDEV VIDHYAMANDIR,Pvt. Unaided                                                               ,Pr. Up Pr. and Secondary Only                                              ,13,17,13,8,25,13,17,10,17,13,12,9,13,10,11,6,7,2,0,0,0,0,0,0,1,5,6,0,6,0,,,9825378344,,,,k.s.moliya771@gmail.com
131,24091500522,C.R.C. NO. 5,SHREE OM VIDHYAMANDIR,Pvt. Unaided                                                               ,Pr. Up Pr. and Secondary Only                                              ,27,25,27,34,26,31,33,32,35,26,22,27,33,25,23,22,26,21,24,16,0,0,0,0,4,8,12,12,0,0,,,9909280709,,,9723585509,omvidhyamandir@gmail.com
132,24091500523,C.R.C. NO. 5,SHREE MADHUVAN SHAIKSHANIK SANKUL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,28,32,22,23,33,27,26,14,22,17,23,9,25,17,24,13,0,0,0,0,0,0,0,0,4,4,8,1,7,0,281,6555453,9898834213,,,,
133,24091500524,C.R.C. NO. 5,SHREE GITANJALI VIDHYAMANDIR,Pvt. Unaided                                                               ,Primary                                                                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,3,0,,,9428464268,,,,
134,24091500525,C.R.C. NO. 5,SHREE SWAMINARAYAN SHISHUMANDIR,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,0,2,3,1,0,2,2,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,2,0,281,2702146,9879013939,,,,
135,24091500526,C.R.C. NO. 5,SHRI RAJMANDIR MADHYAMIK SHALA,Pvt. Unaided                                                               ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,26,47,20,0,0,0,0,3,1,4,2,2,0,,,9925372992,,,,shrirajmandirmadhyamikshala@gmail.com
136,24091500527,C.R.C. NO. 5,SHRI GAJANAND PRIMARY SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,9,13,8,3,10,10,7,7,14,2,10,6,17,4,13,7,0,0,0,0,0,0,0,0,0,6,6,0,6,0,0,,9427730744,,,,
137,24091500529,C.R.C. NO. 5,SMT. M. M. PATEL GIRL'S SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,0,3,0,3,0,8,0,7,0,5,0,5,0,7,0,14,0,0,0,0,0,0,0,0,1,7,8,0,8,0,281,2431887,9427729744,,,,
138,24091500530,C.R.C. NO. 5,SHAKTI HIGHER SECONDARY SCHOOL,Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,98,127,79,10,5,15,9,6,0,281,2574886,9824248191,,,9925113131,shaktihsschool@gmail.com
139,24091500531,C.R.C. NO. 5,SHREE NILKANTH MADHYAMIK SHALA,Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,40,55,36,15,5,24,1,5,3,8,0,8,0,281,2443621,9825224264,,,,raghubhaikukadiya@yahoo.com
140,24091500532,C.R.C. NO. 5,SHRI RAMKRUSHNA VIDHYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,15,9,5,1,9,2,9,4,15,5,13,1,11,5,11,2,0,0,0,0,0,0,0,0,4,2,6,6,0,0,,,9913514441,,,,
141,24091500533,C.R.C. NO. 5,SATELLITE SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,26,22,19,16,31,18,27,18,25,21,16,18,28,5,17,10,0,0,0,0,0,0,0,0,1,12,13,13,0,0,281,,9722660022,,,8980628882,deepaksir3131@gmail.com
142,24091500534,C.R.C. NO. 5,VINAY VIDYA MANDIR,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,4,1,1,0,1,0,8,1,9,0,17,3,9,3,16,0,0,0,0,0,0,0,0,0,2,4,6,6,0,0,,,9586101111,,,9687054111,
