s.no,crc_no,dise_code,school_name,mgmt,school_level,c1_b,c1_g,c2_b,c2_g,c3_b,c3_g,c4_b,c4_g,c5_b,c5_g,c6_b,c6_g,c7_b,c7_g,c8_b,c8_g,c9_b,c9_g,c10_b,c10_g,c11_b,c11_g,c12_b,c12_g,tch_m,tch_f,tch_t,tchpri,tchupr,tchregu,tchcont,tchpart,std,phone_1,mobile_1,phone_2,mobile_2,email,website
84,C.R.C. NO. 3,24091500312,AARSH VIDYA MANDIR,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,8,6,7,7,10,10,14,10,9,13,8,9,16,7,15,10,0,0,0,0,0,0,0,0,3,6,9,5,4,8,1,0,0,0,8155050106,,9775708682,aarshvidhyamandir@gmail.com,
85,C.R.C. NO. 3,24091500313,SARSVATI PRI. VIDHAMANDIR,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,27,18,34,24,32,17,23,36,35,35,37,37,29,31,38,29,0,0,0,0,0,0,0,0,3,15,18,10,8,16,2,0,281,2449677,9429577606,,9429577606,spvm_rajkot@yahoo.in,
86,C.R.C. NO. 3,24091500314,ANAND VIDHALAY PRI. SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,5,11,13,10,27,16,9,7,13,10,14,9,13,14,18,16,0,0,0,0,0,0,0,0,0,2,2,1,1,2,0,0,281,2471270,9408613444,,9408613444,jsvmsrst@gmail.com,
87,C.R.C. NO. 3,24091500316,PARTH PRI. SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,33,24,43,20,37,26,33,33,26,16,32,16,24,12,23,18,0,0,0,0,0,0,0,0,2,4,6,3,3,4,2,0,,,9723072655,,9723072655,trivedivinay6@gmail.com,
88,C.R.C. NO. 3,24091500317,SHIVKUNJ VIDYAMANDIR,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,27,28,25,22,28,16,26,17,25,26,27,16,22,18,20,8,0,0,0,0,0,0,0,0,2,9,11,6,5,10,0,1,281,2440262,9428228515,,7874388815,shivkunjraj@yahoo.com,
89,C.R.C. NO. 3,24091500318,GANDHI GNAN MANDIR HIGH SCHOOL,Govt. Aided (Pvt.)                                                         ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,26,10,0,0,0,0,0,4,4,0,0,1,3,0,281,2471038,9879844474,2471038,9825798457,ggmmsr@gmail.com,http://yourwebsite.com
90,C.R.C. NO. 3,24091500319,SARASWATI MADHYAMIK VIDHYA MANDIR,Govt. Aided (Pvt.)                                                         ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,48,53,45,53,53,52,48,9,5,14,0,0,14,0,0,281,2449027,9429567101,,9429567101,rdeosmvm@gmail.com,
91,C.R.C. NO. 3,24091500320,SHREEJAWAHARSHISHUVIHAR MADH. SHALA,Govt. Aided (Pvt.)                                                         ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,34,56,26,0,0,0,0,4,2,6,0,0,6,0,0,281,2471270,9824207925,,9824207925,jsvmsrjt@gmail.com,
92,C.R.C. NO. 3,24091500321,KAPINJAL HIGH SCHOOL,Govt. Aided (Pvt.)                                                         ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,23,81,19,0,0,0,0,5,1,6,0,0,6,0,0,281,2224130,9998804540,,9998804540,kapinjalschool.rajkot@gmail.com,
93,C.R.C. NO. 3,24091500322,KAPINJAL HIGH SCHOOL (H. S.),Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,21,0,1,2,3,0,0,1,2,0,281,2224130,9998804540,,9998804540,kapinjalschool.rajkot@gmail.com,
94,C.R.C. NO. 3,24091500323,SWAMI TEOORAM SINDHI HIGH SCHOOL,Govt. Aided (Pvt.)                                                         ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,32,15,35,0,0,0,0,2,1,3,0,0,3,0,0,281,2449972,,,,swamiteeramschoolrajkot@gmail.com,
95,C.R.C. NO. 3,24091500324,A S CHOWDRY HIGH SCHOOL,Govt. Aided (Pvt.)                                                         ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,47,0,110,0,107,0,7,4,11,0,0,11,0,0,281,2440275,9904183837,,9904183837,aschowdryhighschool@gmail.com,
96,C.R.C. NO. 3,24091500326,SUNRISE SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,11,17,12,6,7,10,12,6,12,8,13,6,10,2,6,1,0,0,0,0,0,0,0,0,1,21,22,11,11,2,20,0,,,7228989898,,9797934444,sunriseschool8281@gmail.com,www.sunriseschools.net
97,C.R.C. NO. 3,24091500327,SHRI NATHJI SHAIKSHANIK SANKUL(SEC HIG SEC) ,Govt. Aided (Pvt.)                                                         ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,12,37,15,16,6,15,5,4,0,4,0,0,2,2,0,281,,9427730744,,8264642475,,
98,C.R.C. NO. 19,24091500403,SCHOOL NO.63,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,17,13,11,11,14,15,11,14,15,17,19,16,18,10,25,16,0,0,0,0,0,0,0,0,3,7,10,6,4,10,0,0,281,2373972,8347288285,,9427561506,rajkotmsbht63a@gmail.com,
99,C.R.C. NO. 18,24091500404,SCHOOL NO.73,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,37,43,36,28,37,30,33,39,30,34,41,46,30,41,24,31,0,0,0,0,0,0,0,0,4,12,16,8,8,15,1,0,,,8155050175,,9427918146,rajkotmsbht73@gmail.com,
100,C.R.C. NO. 4,24091500405,SHREE BHARTI VIDHYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,9,11,12,11,17,9,11,16,19,16,17,17,24,15,21,21,0,0,0,0,0,0,0,0,0,10,10,5,5,10,0,0,281,2443359,,,,,
101,C.R.C. NO. 4,24091500408,NUTANKUMAR MANDIR SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,6,4,5,3,5,6,8,6,10,3,6,4,12,1,8,4,0,0,0,0,0,0,0,0,0,8,8,4,4,8,0,0,,,9228333780,,,,
102,C.R.C. NO. 4,24091500409,RAJ PRI. SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,7,2,4,2,5,5,6,5,3,4,6,1,4,3,7,3,0,0,0,0,0,0,0,0,1,8,9,5,4,9,0,0,,,9624439246,,9824217325,,
103,C.R.C. NO. 4,24091500411,SURBHI VIDHAYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,2,3,4,1,1,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,5,3,8,0,0,281,3240092,8488097671,,,vidhyalaysurbhi@gmail.com,
104,C.R.C. NO. 5,24091500412,PRATHMIK SCHOOL NO. 100,Municipal School Board(MSB)                                                ,Primary                                                                    ,15,17,30,32,22,21,23,32,24,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,6,0,6,0,0,,,8140700021,,,,
105,C.R.C. NO. 4,24091500415,I.P.MISSION PR.SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,7,27,12,41,18,37,9,36,13,54,0,48,0,53,0,80,0,0,0,0,0,0,0,0,0,5,5,3,2,5,0,0,281,2223794,9998008989,,,ipmissionschool@gmail.com,
106,C.R.C. NO. 4,24091500416,JAVAHAR SHISHU VIHAR,Pvt. Unaided                                                               ,Pr. Up Pr. and Secondary Only                                              ,5,3,3,5,6,0,3,2,1,3,1,2,4,4,9,4,6,1,6,1,0,0,0,0,0,7,7,3,2,7,0,0,281,6538113,,,,,
107,C.R.C. NO. 4,24091500417,SADHU VASVANI PR.SCHOOL(ENGLISH),Pvt. Unaided                                                               ,Pr. with Up.Pr. sec. and H.Sec.                                            ,30,18,17,16,28,15,24,19,19,16,21,13,26,6,16,18,12,12,19,8,6,10,9,1,2,19,21,4,9,4,17,0,281,2454158,9426785601,,,svsgaikwadi-rjkt@yahoo.co.in,
108,C.R.C. NO. 4,24091500418,SADHU VASVANI PR.SCHOOL(GUJARATI),Pvt. Unaided                                                               ,Pr. with Up.Pr. sec. and H.Sec.                                            ,29,22,16,18,27,30,15,11,28,21,25,16,29,23,19,17,27,27,29,18,20,10,13,13,1,6,7,2,2,7,0,0,281,2454158,9723493982,,,,s.v.center-rajkot@yahoo.com
109,C.R.C. NO. 4,24091500420,AAL MADRASA TUS SAIFIYA TUL BURHANIYAH,Pvt. Unaided                                                               ,Pr. Up Pr. and Secondary Only                                              ,19,20,24,15,15,20,18,16,21,14,19,12,11,10,13,16,11,7,6,14,0,0,0,0,6,7,13,5,5,13,0,0,281,2446461,9879177457,,8347945253,msbrajkot@yahoo.com,
110,C.R.C. NO. 4,24091500421, I. P. MISSION GIRLS HIGH SCHOOL,Govt. Aided (Pvt.)                                                         ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,225,0,171,0,170,6,10,16,0,0,16,0,0,281,2223794,9998008989,,,ipmissionschool@gmail.com,
111,C.R.C. NO. 4,24091500422,EKNATH RANDE VIDHYALAYA,Local body                                                                 ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,18,25,11,0,0,0,0,2,5,7,0,0,7,0,0,281,2442920,9427171278,,,,
112,C.R.C. NO. 4,24091500424,SHRI DEV KUVARBA HIGH SCHOOL,Govt. Aided (Pvt.)                                                         ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,9,49,4,0,0,0,0,3,0,3,0,0,3,0,0,281,2228532,9426905640,,,devkuverbahs@gmail.com,
113,C.R.C. NO. 4,24091500427,PARASMANI VIDHYALAYA,Govt. Aided (Pvt.)                                                         ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,13,28,11,0,0,0,0,3,1,4,0,0,4,0,0,0,,9825548723,,,parasmanividhyalay07@gmail.com,
114,C.R.C. NO. 4,24091500428,H.H.PRINCE AGA KHAN GIRLS SCHOOL,Pvt. Unaided                                                               ,Pr. with Up.Pr. sec. and H.Sec.                                            ,0,18,0,12,0,20,0,14,0,17,0,11,0,19,0,14,0,19,0,3,0,11,0,17,0,17,17,4,5,4,13,0,281,2456142,9099987101,,9924957894,agsrajkot@gmail.com,www.asgrajkot.org
115,C.R.C. NO. 4,24091500429,SHREE ADARSH MANDAL (SANCHALIT PR.SCHOOL),Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,2,4,2,2,3,3,4,4,2,1,3,0,1,1,2,1,0,0,0,0,0,0,0,0,0,6,6,3,3,2,4,0,,,9429266618,,9409681256,,
116,C.R.C. NO. 18,24091500501,SCHOOL NO.49,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,17,13,12,6,9,9,8,16,9,19,10,21,11,8,8,10,0,0,0,0,0,0,0,0,4,3,7,4,3,7,0,0,,,9427200478,,9510627500,,
117,C.R.C. NO. 18,24091500502,SCHOOL NO.58,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,39,30,35,38,36,30,35,41,48,38,34,39,44,37,42,30,0,0,0,0,0,0,0,0,3,14,17,9,8,17,0,0,,,9427318409,,9427318409,,
118,C.R.C. NO. 18,24091500503,SCHOOL NO.70,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,19,15,10,23,8,19,14,8,16,18,8,9,8,10,12,8,0,0,0,0,0,0,0,0,3,5,8,5,3,8,0,0,,,9016752793,,8155050073,,
119,C.R.C. NO. 18,24091500504,SCHOOL NO.80,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,21,14,11,14,17,10,17,15,20,14,26,14,16,25,25,17,0,0,0,0,0,0,0,0,3,7,10,5,5,10,0,0,,,9328286126,,9428463197,rajkotmsbht80@gmail.com,
120,C.R.C. NO. 23,24091500505,SCHOOL NO.96 B,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,20,18,19,12,20,24,23,17,26,26,24,18,22,20,25,18,0,0,0,0,0,0,0,0,2,7,9,5,4,9,0,0,,,9428060842,,9428060842,,
121,C.R.C. NO. 23,24091500506,SCHOOL NO.61,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,31,36,29,25,38,36,33,36,41,49,64,71,72,63,74,46,0,0,0,0,0,0,0,0,6,15,21,11,10,21,0,0,,,9824996102,,9426905570,,
122,C.R.C. NO. 5,24091500508,SCHOOL NO. 71,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,26,27,21,38,31,28,23,29,29,39,26,31,38,31,31,29,0,0,0,0,0,0,0,0,11,4,15,9,6,15,0,0,,,9714646456,,9408186665,www.velnathprashalano71rajkot.yolasite.com,
123,C.R.C. NO. 5,24091500509,RAJ VIDHYAMANDIR,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,57,53,56,43,57,33,43,37,67,44,59,49,56,39,43,50,0,0,0,0,0,0,0,0,6,9,15,5,10,2,13,0,,,9925372992,,,shri.raj.vidhyamandir@gmail.com,
124,C.R.C. NO. 5,24091500510,RAJARAM PR.SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,54,56,40,42,60,34,57,38,75,41,72,39,65,68,74,39,0,0,0,0,0,0,0,0,2,4,6,3,3,2,4,0,281,2443621,9825224264,,,raghubhaikukadiya@yahoo.com,
125,C.R.C. NO. 5,24091500511,KRISHNA PR.SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,40,40,32,28,25,35,29,31,32,28,26,30,20,28,0,0,0,0,0,0,0,0,0,0,2,5,7,2,5,7,0,0,,,,,,,
126,C.R.C. NO. 5,24091500513,DATATRAY PR.SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,40,40,40,40,50,56,40,35,40,40,37,37,30,31,52,52,0,0,0,0,0,0,0,0,1,2,3,2,1,3,0,0,,,9726933499,,,,
127,C.R.C. NO. 5,24091500515,SHYAM VIDYA VIHAR,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,36,17,25,18,23,15,25,21,27,14,2,0,7,4,0,0,0,0,0,0,0,0,0,0,2,6,8,4,4,8,0,0,281,6555556,9426785655,,0,shyamvidhyavihar@gmail.com,
128,C.R.C. NO. 5,24091500516,VISHWER VIDYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,4,1,9,4,12,8,4,13,7,8,8,7,8,3,8,5,0,0,0,0,0,0,0,0,3,5,8,4,4,8,0,0,281,6592901,0,,9033092900,apex_802003@yahoo.com,
129,C.R.C. NO. 5,24091500519,SHREE MURLIDHAR VIDHYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,37,25,32,30,32,26,35,26,33,20,26,30,41,17,28,23,0,0,0,0,0,0,0,0,5,7,12,8,4,5,7,0,,,8866540131,,9723101688,murlidharvidhyalay@gmail.com,
130,C.R.C. NO. 5,24091500521,VASUDEV VIDHYAMANDIR,Pvt. Unaided                                                               ,Pr. Up Pr. and Secondary Only                                              ,15,9,8,9,8,11,5,7,23,6,8,9,9,13,10,9,4,5,0,0,0,0,0,0,4,6,10,5,4,3,7,0,,,9825378344,,,k.s.moliya771@gmail.com,
131,C.R.C. NO. 5,24091500522,SHREE OM VIDHYAMANDIR,Pvt. Unaided                                                               ,Pr. Up Pr. and Secondary Only                                              ,33,31,29,32,30,24,28,33,28,31,32,30,38,21,26,28,26,21,23,14,0,0,0,0,4,8,12,5,3,5,7,0,,,9909280709,,9723585509,omvidhyamandir@gmail.com,
132,C.R.C. NO. 5,24091500523,SHREE MADHUVAN SHAIKSHANIK SANKUL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,26,29,27,33,29,31,25,21,30,27,40,16,24,16,33,10,0,0,0,0,0,0,0,0,2,6,8,5,3,2,6,0,281,6555453,9898834213,,,,
133,C.R.C. NO. 5,24091500525,SHREE SWAMINARAYAN SHISHUMANDIR,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,2,2,3,0,0,3,3,0,0,2,3,0,1,2,0,2,0,0,0,0,0,0,0,0,1,2,3,2,1,2,1,0,281,2702146,9879013939,,,,
134,C.R.C. NO. 5,24091500526,SHRI RAJMANDIR MADHYAMIK SHALA,Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,37,51,27,49,27,31,10,4,1,5,0,0,3,2,0,,,9925372992,,,shrirajmandirmadhyamikshala@gmail.com,
135,C.R.C. NO. 5,24091500527,SHRI GAJANAND PRIMARY SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,20,17,13,12,17,16,8,12,9,14,7,7,12,14,8,12,0,0,0,0,0,0,0,0,0,6,6,3,3,2,4,0,0,,9427730744,,,,
136,C.R.C. NO. 5,24091500529,SMT. M. M. PATEL GIRL'S SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,0,4,0,9,0,5,0,8,0,9,0,5,0,2,0,5,0,0,0,0,0,0,0,0,2,7,9,5,4,2,7,0,281,2431887,9427729744,,,,
137,C.R.C. NO. 12,24091500530,SHAKTI HIGHER SECONDARY SCHOOL,Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,85,178,83,10,4,14,0,0,8,6,0,281,2574886,9824248191,2576887,9925113131,shaktihsschool@gmail.com,
